org1,org2,total,2008,2009,2010,2011,2012,2013
REST,QUEN,0.0074972554,0.0011234152,0.0020863425,0.0012036591,0.0007221955,0.0015246349,0.0012839031
PSYC,EFIM,0.0017716302,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0014184397
GEOG,EDUC,0.0010314924,0.0000000000,0.0002584647,0.0000000000,0.0005169294,0.0000000000,0.0002584647
GSEN,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,PHYS,0.0016285747,0.0004784689,0.0004784689,0.0000000000,0.0001594896,0.0003189793,0.0003189793
EDUC,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,GEOG,0.0095642221,0.0005073567,0.0005073567,0.0013529511,0.0013529511,0.0016911889,0.0035514967
INOV,MVEN,0.0210285378,0.0068493151,0.0000000000,0.0000000000,0.0000000000,0.0068493151,0.0068493151
BISC,MVEN,0.0021618323,0.0000000000,0.0001876525,0.0006567836,0.0003753049,0.0006567836,0.0002814787
ENGF,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,SOCS,0.0001954004,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001564456
MEED,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,EFIM,0.0012350607,0.0017094017,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,PHPH,0.0022030620,0.0001707067,0.0001707067,0.0006828269,0.0003414135,0.0003414135,0.0005121202
SART,QUEN,0.0005529524,0.0000000000,0.0000000000,0.0006325111,0.0000000000,0.0000000000,0.0000000000
MEED,HUMS,0.0020121919,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0018315018,0.0000000000
SPAI,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,SSCM,0.0007481773,0.0004613610,0.0000000000,0.0000000000,0.0000000000,0.0001153403,0.0002306805
SART,VESC,0.0004664959,0.0000000000,0.0000000000,0.0000000000,0.0004782401,0.0000000000,0.0000000000
SSCM,PSYC,0.0038764299,0.0002944858,0.0008098358,0.0006625929,0.0000736214,0.0007362144,0.0012515645
PHYS,QUEN,0.0011755089,0.0001466276,0.0002932551,0.0000977517,0.0000977517,0.0000977517,0.0004398827
SCIF,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,SOCS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,PSYC,0.0010934879,0.0000000000,0.0000000000,0.0008028904,0.0004014452,0.0000000000,0.0000000000
ORDS,ORDS,0.1022797215,0.0092336103,0.0153893506,0.0258541090,0.0307787011,0.0098491844,0.0160049246
ENGF,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,PHYS,0.0275176252,0.0181818182,0.0181818182,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,MEED,0.0028893011,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0026298488,0.0000000000
PHYS,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,BIOC,0.0006795313,0.0001851166,0.0000000000,0.0001851166,0.0001851166,0.0001851166,0.0000000000
PHYS,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,QUEN,0.0004940707,0.0001143903,0.0000000000,0.0000000000,0.0000000000,0.0001143903,0.0002287806
LAWD,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,VESC,0.0003410327,0.0001729805,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001729805
MEED,REST,0.0003345648,0.0000000000,0.0000000000,0.0003827019,0.0000000000,0.0000000000,0.0000000000
GEOG,CHEM,0.0038532331,0.0002044572,0.0006133715,0.0002044572,0.0005111429,0.0009200572,0.0012267430
MSAD,ENGF,0.0203454955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0185185185,0.0000000000
SART,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,ENGF,0.0007897179,0.0000000000,0.0000000000,0.0009033424,0.0000000000,0.0000000000,0.0000000000
CABI,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,PANM,0.0012547487,0.0000000000,0.0000000000,0.0000000000,0.0006049607,0.0006049607,0.0000000000
MODL,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,PHYS,0.0009773451,0.0000000000,0.0001122334,0.0001122334,0.0000000000,0.0003367003,0.0003367003
NSQI,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,GELY,0.0001941548,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001281558,0.0000427186
GEOG,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,PSYC,0.0001388088,0.0000000000,0.0000000000,0.0001587806,0.0000000000,0.0000000000,0.0000000000
PANM,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,MATH,0.0051490085,0.0000000000,0.0012515645,0.0000000000,0.0012515645,0.0012515645,0.0012515645
LAWD,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,VESC,0.0005128925,0.0000000000,0.0002903600,0.0000000000,0.0002903600,0.0000000000,0.0000000000
SOCS,SART,0.0002109522,0.0000000000,0.0000000000,0.0000000000,0.0002162630,0.0000000000,0.0000000000
QUEN,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,SSCM,0.0036622853,0.0004325260,0.0007760024,0.0004070832,0.0007378384,0.0006869530,0.0007251170
PHPH,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,QUEN,0.0006952769,0.0002829655,0.0004716091,0.0000000000,0.0000000000,0.0000000000,0.0000943218
QUEN,ORDS,0.0006952769,0.0002829655,0.0004716091,0.0000000000,0.0000000000,0.0000000000,0.0000943218
PSYC,SSCM,0.0038764299,0.0002944858,0.0008098358,0.0006625929,0.0000736214,0.0007362144,0.0012515645
QUEN,CHEM,0.0002883030,0.0000401220,0.0000401220,0.0001203659,0.0000802439,0.0000401220,0.0000000000
PHYS,CHEM,0.0030145511,0.0006105834,0.0005427408,0.0002713704,0.0004748982,0.0005427408,0.0006784261
MVSF,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,GELY,0.0007431643,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003165559,0.0003165559
PANM,REST,0.0007713419,0.0000000000,0.0000000000,0.0005146680,0.0000000000,0.0000000000,0.0002573340
PSYC,CHEM,0.0001388088,0.0000000000,0.0000000000,0.0001587806,0.0000000000,0.0000000000,0.0000000000
SCIF,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MATH,0.0600184787,0.0135808058,0.0063377094,0.0072430964,0.0090538705,0.0108646446,0.0144861928
PSYC,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,GELY,0.0014863308,0.0003382378,0.0000000000,0.0000000000,0.0000000000,0.0001691189,0.0008455945
GSEN,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,CHEM,0.0001179790,0.0000738880,0.0000000000,0.0000738880,0.0000000000,0.0000000000,0.0000000000
ENGF,SOCS,0.0007555803,0.0000000000,0.0000000000,0.0004084967,0.0004084967,0.0000000000,0.0000000000
SPAI,SPAI,0.0981430038,0.0000000000,0.0173611111,0.0138888889,0.0173611111,0.0069444444,0.0381944444
MODL,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,SOCS,0.0000553312,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000503626,0.0000000000
SSCM,EFIM,0.0007481773,0.0004613610,0.0000000000,0.0000000000,0.0000000000,0.0001153403,0.0002306805
GSEN,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,CHEM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,VESC,0.0000543180,0.0000000000,0.0000000000,0.0000000000,0.0000556855,0.0000000000,0.0000000000
EFIM,LAWD,0.0015419744,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012345679
VESC,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,QUEN,0.0000389688,0.0000197660,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000197660
EFIM,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,VESC,0.0007897179,0.0000000000,0.0000000000,0.0009033424,0.0000000000,0.0000000000,0.0000000000
PHYS,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,SSCM,0.0358114433,0.0052920822,0.0058907341,0.0057231116,0.0062020330,0.0067288466,0.0071119838
PHPH,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,SOCS,0.0023189002,0.0000000000,0.0003911139,0.0000782228,0.0008604506,0.0004693367,0.0004693367
GELY,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,PHPH,0.0005578609,0.0000685190,0.0000000000,0.0001370379,0.0000685190,0.0001370379,0.0001370379
SPOL,SSCM,0.0051700720,0.0009075954,0.0006806966,0.0006806966,0.0014181179,0.0008508707,0.0008508707
MODL,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,SOCS,0.0001402390,0.0000334225,0.0000000000,0.0000000000,0.0000334225,0.0000000000,0.0000668449
SPAI,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,SSCM,0.0004448973,0.0000000000,0.0003844675,0.0000000000,0.0000000000,0.0001281558,0.0000000000
MODL,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,GEOG,0.0019918352,0.0000000000,0.0000000000,0.0000000000,0.0003512469,0.0007024939,0.0007024939
SART,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,SPOL,0.0007681312,0.0000602700,0.0003013500,0.0000602700,0.0000000000,0.0001205400,0.0002410800
HUMS,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,MVEN,0.0054003312,0.0013624982,0.0008469583,0.0008469583,0.0006996612,0.0010679040,0.0009206069
NSQI,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,ENGF,0.0009025975,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003844675,0.0003844675
GSEN,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,GEOG,0.0013325847,0.0000000000,0.0000000000,0.0000000000,0.0002914602,0.0002914602,0.0005829204
NSQI,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,CHEM,0.0002079163,0.0001022286,0.0000000000,0.0001533429,0.0000000000,0.0000000000,0.0000000000
MDYF,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,MVEN,0.0002112294,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001691189
HUMS,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,GEOG,0.0022451041,0.0000000000,0.0000000000,0.0003753049,0.0001876525,0.0009382623,0.0005629574
EFIM,EFIM,0.0718779738,0.0066666667,0.0088888889,0.0177777778,0.0200000000,0.0000000000,0.0200000000
BIOC,CHEM,0.0021715754,0.0004033885,0.0002016942,0.0001008471,0.0002016942,0.0005042356,0.0007059298
VESC,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,MVEN,0.0012682522,0.0002361833,0.0000000000,0.0000000000,0.0002361833,0.0001180916,0.0005904582
GELY,CHEM,0.0032946185,0.0009213193,0.0007370555,0.0001842639,0.0002763958,0.0007370555,0.0006449235
MVEN,MATH,0.0015465822,0.0002914602,0.0000000000,0.0005829204,0.0001457301,0.0002914602,0.0002914602
ORDS,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,ORDS,0.0012547487,0.0000000000,0.0000000000,0.0000000000,0.0006049607,0.0006049607,0.0000000000
INOV,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,MVSF,0.0011329186,0.0000000000,0.0000000000,0.0000000000,0.0011614402,0.0000000000,0.0000000000
LANG,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,MSAD,0.0017310683,0.0000000000,0.0000000000,0.0006127451,0.0012254902,0.0000000000,0.0000000000
REST,PHPH,0.0001845721,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001477760
GSEN,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,CHEM,0.0036837488,0.0000000000,0.0007720021,0.0002573340,0.0007720021,0.0010293361,0.0007720021
CHSE,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,GEOG,0.0010750066,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0009784736,0.0000000000
BIOC,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,ENGF,0.0379167665,0.0091324201,0.0114155251,0.0030441400,0.0091324201,0.0045662100,0.0045662100
VESC,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,MSAD,0.0024744521,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0022522523,0.0000000000
SCIF,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,LAWD,0.0008115655,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006497726
SART,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
